AOP ID,Title,OECD Status,License,Handbook Version,Completion %,Raw Score,Max Score,Events,KERs,Stressors,Empty Free Text Fields,Empty Structured Fields
274,Histone deacetylase inhibition leads to impeded craniofacial development,,BY-SA,2.0,41.18,7,17,4,4,6,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability, taxonomy_applicability"
287,Mitochondrial complex III antagonism leading to growth inhibition (2),,BY-SA,2.0,41.18,7,17,4,0,1,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, sex_applicability"
377,Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS),,BY-SA,2.0,41.18,7,17,30,7,6,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",taxonomy_applicability
402,Thyroid peroxidase (TPO) inhibition leads to periventricular heterotopia formation in the developing rat brain,,BY-SA,2.0,41.18,7,17,8,0,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, potential_applications, development_strategy, known_modulating_factors","kers, stressors, life_stage_applicability, taxonomy_applicability"
409,Frustrated phagocytosis leads to malignant mesothelioma,,BY-SA,2.0,41.18,7,17,8,8,6,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","sex_applicability, life_stage_applicability, taxonomy_applicability"
422,Binding of SARS-CoV-2 to ACE2 in enterocytes leads to intestinal barrier disruption,Under Development,BY-SA,2.0,41.18,7,17,5,4,1,"abstract, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","sex_applicability, life_stage_applicability, taxonomy_applicability"
423, Toxicological mechanisms of hepatocyte apoptosis through the PARP1 dependent cell death pathway ,,BY-SA,2.0,41.18,7,17,6,1,0,"overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
428,Binding of S-protein to ACE2 in enterocytes induces ACE2 dysregulation leading to gut dysbiosis ,Under Development,BY-SA,2.0,41.18,7,17,3,2,0,"overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
432,Deposition of Energy by Ionizing Radiation leading to Acute Myeloid Leukemia,,All rights reserved,2.0,41.18,7,17,9,0,1,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, life_stage_applicability"
447,"Kidney failure induced by inhibition of mitochondrial electron transfer chain through apoptosis, inflammation and oxidative stress pathways",,BY-SA,2.0,41.18,7,17,12,14,2,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability, taxonomy_applicability"
472,DNA adduct formation leading to kidney failure,,BY-SA,2.5,36.84,7,19,0,0,0,"overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
497,ERa inactivation alters mitochondrial functions and insulin signalling in skeletal muscle and leads to insulin resistance and metabolic syndrome,,All rights reserved,2.6,36.84,7,19,8,9,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
538,Adverse outcome pathway of PFAS-induced vascular disrupting effects  via activating oxidative stress related pathways ,,All rights reserved,2.7,36.84,7,19,5,5,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
565,"17β-Hydroxysteroid dehydrogenase 2, inhibition leading to activation, estrogen receptor alpha",,All rights reserved,2.7,36.84,7,19,3,2,1,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","sex_applicability, life_stage_applicability, taxonomy_applicability"
578,AhR activation leading to cancer progression via immunosuppression,,BY-SA,2.7,36.84,7,19,5,4,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
605,"Thyroid Peroxidase Inhibition Leading to Reduced, Swimming Performance via Hypomyelination",,BY-SA,2.7,36.84,7,19,9,0,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","kers, stressors, sex_applicability, taxonomy_applicability"
26,Calcium-mediated neuronal ROS production and energy imbalance,,Open for adoption,1.0,35.29,6,17,8,7,0,"authors, background, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
28,Cyclooxygenase inhibition leading reproductive failure,,BY-SA,1.0,35.29,6,17,6,5,0,"abstract, background, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
36,Peroxisomal Fatty Acid Beta-Oxidation Inhibition Leading to Steatosis,,BY-SA,1.0,35.29,6,17,8,7,0,"abstract, background, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
57,AhR activation leading to hepatic steatosis,,BY-SA,1.0,35.29,6,17,13,17,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability"
58,NR1I3 (CAR) suppression leading to hepatic steatosis,,BY-SA,1.0,35.29,6,17,16,24,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability"
72,Epigenetic modification of PPARG leading to adipogenesis,,BY-SA,1.0,35.29,6,17,10,14,1,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability, taxonomy_applicability"
77,Nicotinic acetylcholine receptor activation contributes to abnormal foraging and leads to colony death/failure 1,,BY-SA,1.0,35.29,6,17,7,7,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability"
78,Nicotinic acetylcholine receptor activation contributes to abnormal role change within the worker bee caste leading to colony death failure 1,,BY-SA,1.0,35.29,6,17,8,7,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability"
80,Nicotinic acetylcholine receptor activation contributes to accumulation of damaged mitochondrial DNA and leads to colony loss/failure,,BY-SA,1.0,35.29,6,17,8,7,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability"
81,Increased metabolic stress contributes to abnormal foraging and leads to colony loss/failure,,BY-SA,1.0,35.29,6,17,5,4,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability"
82,Abnormal role change in worker caste contributes to reduced brood care and leads to colony loss/failure,,BY-SA,1.0,35.29,6,17,4,3,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability"
84,Suppression of immune system contributes to impaired development and leads to colony loss/failure,,BY-SA,1.0,35.29,6,17,6,5,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability"
85,Suppression of immune system contributes to abnormal foraging and leads to colony loss/failure,,BY-SA,1.0,35.29,6,17,5,4,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability"
86,Decrease Glucose oxidase activity contributes to reduction of antiseptic in food and leads to colony loss/failure,,BY-SA,1.0,35.29,6,17,7,6,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability"
87,Nicotinic acetylcholine receptor activation contributes to abnormal foraging and leads to colony loss/failure ,,BY-SA,1.0,35.29,6,17,8,8,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability"
88,Nicotinic acetylcholine receptor activation contributes to abnormal foraging and leads to colony loss/failure via abnormal role change within caste,,BY-SA,1.0,35.29,6,17,7,7,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability"
89,Nicotinic acetylcholine receptor activation followed by desensitization contributes to abnormal foraging and directly leads to colony loss/failure,,BY-SA,1.0,35.29,6,17,8,8,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability"
90,Nicotinic acetylcholine receptor activation contributes to abnormal roll change within the worker bee caste leading to colony loss/failure 2,,BY-SA,1.0,35.29,6,17,8,7,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability"
95,Ether-a-go-go (ERG) voltage-gated potassium channel inhibition leading to reduced survival,,BY-SA,1.0,35.29,6,17,6,6,0,"abstract, background, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
99,Histamine (H2) receptor antagonism leading to reduced survival,,BY-SA,1.0,35.29,6,17,7,7,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability"
186,unknown MIE leading to renal failure and mortality,,BY-SA,1.0,35.29,6,17,7,6,1,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability, taxonomy_applicability"
223,Serotonin transporter activation to seizure,,Open for adoption,1.0,35.29,6,17,8,7,1,"abstract, authors, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability, taxonomy_applicability"
273,Mitochondrial complex inhibition leading to liver injury,,BY-SA,2.0,35.29,6,17,16,15,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
275,Histone deacetylase inhibition leads to neural tube defects,,BY-SA,2.0,35.29,6,17,5,4,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
276,Inhibition of complex I of the electron transport chain leading to chemical induced Fanconi syndrome,,BY-SA,2.0,35.29,6,17,6,5,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
278,IKK complex inhibition leading to liver injury,,BY-SA,2.0,35.29,6,17,8,7,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
279,Microtubule interacting drugs lead to peripheral neuropathy,,BY-SA,2.0,35.29,6,17,4,3,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
280,α-diketone-induced bronchiolitis obliterans,,BY-SA,2.0,35.29,6,17,7,7,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
285,Inhibition of N-linked glycosylation leads to liver injury,,BY-SA,2.0,35.29,6,17,7,6,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
299,Deposition of energy leading to population decline via DNA oxidation and follicular atresia,,BY-SA,2.0,35.29,6,17,7,6,2,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability, taxonomy_applicability"
338,DNA methyltransferase inhibition leading to population decline (3),,BY-SA,2.0,35.29,6,17,7,6,1,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability, taxonomy_applicability"
340,DNA methyltransferase inhibition leading to transgenerational effects (1),,BY-SA,2.0,35.29,6,17,8,7,1,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability, taxonomy_applicability"
347,Toll-like receptor 4 activation and peroxisome proliferator-activated receptor gamma inactivation leading to pulmonary fibrosis,,BY-SA,2.0,35.29,6,17,9,9,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, life_stage_applicability, taxonomy_applicability"
385,"Viral spike protein interaction with ACE2 leads to microvascular dysfunction, via ACE2 dysregulation",,BY-SA,2.0,35.29,6,17,5,3,0,"abstract, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
394,SARS-CoV-2 infection of olfactory epithelium leading to impaired olfactory function (short-term anosmia),Under Development,BY-SA,2.0,35.29,6,17,7,8,0,"abstract, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
445,Estrogen Receptor Alpha Agonism leads to Impaired Reproduction,,BY-SA,2.0,35.29,6,17,8,9,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
464,Calcium overload in dopaminergic neurons of the substantia nigra leading to parkinsonian motor deficits,,All rights reserved,2.5,31.58,6,19,19,25,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
520,Retinoic acid receptor agonism during neurodevelopment leading to impaired learning and memory,,Open for adoption,2.6,31.58,6,19,5,6,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability"
530,Endocytotic lysosomal uptake leads to intestinal barrier disruption,,All rights reserved,2.6,31.58,6,19,5,4,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
549,Aromatase inhibition leads to reproductive toxicity (including growth and developmental toxicity) in adult female zebrafish,,BY-SA,2.7,31.58,6,19,8,7,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
572,BMP4 Suppression Disrupting Cytoskeletal Remodeling Leading to Neural Tube Closure Defects,,All rights reserved,2.7,31.58,6,19,0,0,0,"authors, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
608,"Thyroid Hormone Excess Leading to Reduced, Swimming Performance via Hypomyelination",,All rights reserved,2.7,31.58,6,19,7,0,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
610,"Decreased thyroid hormone levels in the brain regulated via transport, metabolism and TR activation leading to decreased cognition and motor function",,All rights reserved,2.7,31.58,6,19,16,19,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
616,organic UV filter and its Photoproducts reproductive toxicity pathways ,,All rights reserved,2.7,31.58,6,19,12,9,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability"
618,PPARgamma activation leads to a diminished vaccine response,,BY-SA,2.7,31.58,6,19,7,8,0,"authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
11,Percellome Toxicogenomics Approach for AOP Building: Case study on Pentachlorophenol,Under Development,BY-SA,1.0,29.41,5,17,1,0,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
14,Glucocorticoid Receptor Activation Leading to Increased Disease Susceptibility,,BY-SA,1.0,29.41,5,17,7,5,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
60,"NR1I2 (Pregnane X Receptor, PXR)  activation leading to hepatic steatosis",,BY-SA,1.0,29.41,5,17,12,15,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
61,NFE2L2/FXR activation leading to hepatic steatosis,,BY-SA,1.0,29.41,5,17,13,9,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
62,AKT2 activation leading to hepatic steatosis,,BY-SA,1.0,29.41,5,17,4,3,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
79,Nicotinic acetylcholine receptor activation contributes to impaired hive thermoregulation and leads to colony loss/failure,,BY-SA,1.0,29.41,5,17,5,4,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
93,sodium channel inhibition leading to increased predation,,BY-SA,1.0,29.41,5,17,4,3,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
197,Sodium channel (Nav1.1) inhibition leading to population decline,,BY-SA,1.0,29.41,5,17,3,2,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
204,5-hydroxytryptamine transporter inhibition leading to increased reproductive success and population increase,,BY-SA,1.0,29.41,5,17,8,12,0,"authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
214,Network of SSRIs (selective serotonin reuptake inhibitors),,Open for adoption,1.0,29.41,5,17,29,26,2,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability, taxonomy_applicability"
217,Gastric ulcer formation,,Open for adoption,1.0,29.41,5,17,19,17,2,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability, taxonomy_applicability"
221,Mental stress to depression,,Open for adoption,1.0,29.41,5,17,12,9,1,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability, taxonomy_applicability"
222,Mental stress to agitation,,Open for adoption,1.0,29.41,5,17,12,10,1,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability, taxonomy_applicability"
224,Serotonin transporter activation to depression,,Open for adoption,1.0,29.41,5,17,10,9,1,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability, taxonomy_applicability"
225,Serotonin transporter activation to agitation,,Open for adoption,1.0,29.41,5,17,10,9,1,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability, taxonomy_applicability"
226,SSRI (Selective serotonin reuptake inhibitor) to hypertension,,Open for adoption,1.0,29.41,5,17,14,13,1,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability, taxonomy_applicability"
227,NSAID induced PTGS1 inactivation to gastric ulcer,,Open for adoption,1.0,29.41,5,17,7,9,1,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability, taxonomy_applicability"
228,NSAID induced PTGS2 inactivation to gastric ulcer,,Open for adoption,1.0,29.41,5,17,5,5,1,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability, taxonomy_applicability"
229,Helicobacter pylori to gastric ulcer,,Open for adoption,1.0,29.41,5,17,6,5,1,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability, taxonomy_applicability"
232,NFE2/Nrf2 repression to steatosis,,Open for adoption,1.0,29.41,5,17,8,7,1,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability, taxonomy_applicability"
241,Latent Transforming Growth Factor beta1 activation leads to pulmonary fibrosis,,BY-SA,1.0,29.41,5,17,6,6,1,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability, taxonomy_applicability"
259,Sensitization induction of the intestinal tract by food proteins,,BY-SA,1.0,29.41,5,17,0,0,0,"overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
284,Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress leads to chronic kidney disease,,BY-SA,2.0,29.41,5,17,7,0,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
295,Early-life stromal estrogen receptor activation by endocrine disrupting chemicals in the mammary gland leading to enhanced cancer risk,Under Development,BY-SA,2.0,29.41,5,17,0,0,0,"overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
312,Acetylcholinesterase Inhibition leading to Acute Mortality via Impaired Coordination & Movement​,,BY-SA,2.0,29.41,5,17,6,8,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
332,Excessive reactive oxygen species leading to growth inhibition via lipid peroxidation and reduced cell growth,,BY-SA,2.0,29.41,5,17,7,6,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
333,Excessive reactive oxygen species leading to growth inhibition via lipid peroxidation and reduced cell proliferation,,BY-SA,2.0,29.41,5,17,7,6,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
339,DNA methyltransferase inhibition leading to population decline (4),,BY-SA,2.0,29.41,5,17,8,0,1,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, sex_applicability, life_stage_applicability, taxonomy_applicability"
